"Wavelength (nm)","σ (cm^2)"
0.12,8.00E-23
0.24,6.70E-22
0.62,1.10E-20
1.26,9.00E-20
2.46,5.70E-19
4.08,2.20E-18
4.25,9.00E-20
6.21,3.10E-19
12.17,1.10E-18
24.86,4.80E-18
35.4,1.00E-17
36.5,1.10E-17
37.6,1.20E-17
38.7,1.30E-17
40.0,1.40E-17
41.3,1.50E-17
42.8,1.80E-17
44.2,2.00E-17
45.9,2.50E-17
47.7,3.00E-17
49.6,3.50E-17
51.7,3.80E-17
53.9,4.20E-17
56.4,4.70E-17
59.0,5.20E-17
62.0,5.50E-17
65.3,6.20E-17
68.9,6.70E-17
72.9,7.20E-17
77.5,7.60E-17
82.7,7.50E-17
88.6,7.40E-17
95.4,6.50E-17
103.3,5.30E-17
106.4,5.00E-17
112.7,4.20E-17
116.0,3.34E-17
118.0,3.06E-17
120.0,2.44E-17
122.0,2.23E-17
124.0,2.27E-17
126.0,2.35E-17
128.0,2.44E-17
130.0,2.23E-17
132.0,1.83E-17
134.0,1.42E-17
136.0,1.08E-17
138.0,9.60E-18
139.6,6.30E-18
140.0,8.00E-18
140.9,6.00E-18
141.7,3.50E-18
142.0,6.70E-18
142.7,3.20E-18
144.0,2.70E-18
145.0,2.40E-18
146.0,2.00E-18
147.0,1.80E-18
148.0,1.50E-18
149.0,1.20E-18
150.0,9.20E-19
151.0,6.50E-19
152.0,4.30E-19
153.0,2.60E-19
154.0,1.20E-19
155.0,7.00E-20
156.0,2.80E-20
157.0,1.20E-20
158.0,4.80E-21
159.0,2.10E-21
160.0,1.10E-21
272.6,1.00E-30
290.0,1.00E-30
322.0,1.00E-30
715.0,1.00E-35
0.06,7.90E-24
Lambda,Total
0.06,7.90E-24
0.12,8.00E-23
0.24,6.70E-22
0.62,1.10E-20
1.26,9.00E-20
2.46,5.70E-19
4.08,2.20E-18
4.25,9.00E-20
6.21,3.10E-19
12.17,1.10E-18
24.86,4.80E-18
35.4,1.00E-17
36.5,1.10E-17
37.6,1.20E-17
38.7,1.30E-17
40.0,1.40E-17
41.3,1.50E-17
42.8,1.80E-17
44.2,2.00E-17
45.9,2.50E-17
47.7,3.00E-17
49.6,3.50E-17
51.7,3.80E-17
53.9,4.20E-17
56.4,4.70E-17
59.0,5.20E-17
62.0,5.50E-17
65.3,6.20E-17
68.9,6.70E-17
72.9,7.20E-17
77.5,7.60E-17
82.7,7.50E-17
88.6,7.40E-17
95.4,6.50E-17
103.3,5.30E-17
106.4,5.00E-17
112.7,4.20E-17
116.0,3.34E-17
118.0,3.06E-17
120.0,2.44E-17
122.0,2.23E-17
124.0,2.27E-17
126.0,2.35E-17
128.0,2.44E-17
130.0,2.23E-17
132.0,1.83E-17
134.0,1.42E-17
136.0,1.08E-17
138.0,9.60E-18
139.6,6.30E-18
140.0,8.00E-18
140.9,6.00E-18
141.7,3.50E-18
142.0,6.70E-18
142.7,3.20E-18
144.0,2.70E-18
145.0,2.40E-18
146.0,2.00E-18
147.0,1.80E-18
148.0,1.50E-18
149.0,1.20E-18
150.0,9.20E-19
151.0,6.50E-19
152.0,4.30E-19
153.0,2.60E-19
154.0,1.20E-19
155.0,7.00E-20
156.0,2.80E-20
157.0,1.20E-20
158.0,4.80E-21
159.0,2.10E-21
160.0,1.10E-21
272.6,1.00E-30
290.0,1.00E-30
322.0,1.00E-30
715.0,1.00E-35
