"Wavelength (nm)","σ (cm^2)"
0.1,4.00E-23
0.5,6.00E-21
1.0,4.60E-20
1.5,1.48E-19
2.0,3.40E-19
2.5,6.00E-19
3.0,9.60E-19
3.5,1.44E-18
4.1,2.00E-18
4.3,8.70E-20
5.0,1.35E-19
6.0,2.00E-19
7.0,2.80E-19
8.0,4.00E-19
9.0,5.00E-19
10.0,6.60E-19
12.0,9.00E-19
15.0,1.50E-18
20.0,2.49E-18
25.0,4.00E-18
30.0,5.40E-18
40.0,9.24E-18
50.0,1.88E-17
60.0,2.40E-17
62.0,2.70E-17
64.0,2.90E-17
66.0,3.10E-17
68.0,3.20E-17
69.7,3.24E-17
70.0,3.25E-17
72.0,3.35E-17
74.0,3.70E-17
76.0,4.45E-17
78.0,4.85E-17
80.0,4.85E-17
82.0,4.65E-17
84.0,3.60E-17
86.0,3.20E-17
88.0,3.25E-17
90.0,3.60E-17
92.0,3.90E-17
94.0,3.70E-17
96.0,3.25E-17
98.0,3.00E-17
100.0,2.80E-17
105.0,2.29E-17
106.0,2.38E-17
107.5,2.52E-17
108.5,2.24E-17
108.6,2.88E-17
108.7,3.51E-17
109.1,2.17E-17
109.4,2.76E-17
110.0,2.04E-17
110.1,1.66E-17
110.2,4.27E-17
110.6,2.92E-17
111.1,2.15E-17
111.4,1.06E-17
111.6,1.86E-17
112.0,5.08E-17
112.2,7.96E-18
112.6,4.37E-17
112.9,1.18E-17
113.2,9.24E-17
113.6,5.77E-18
114.2,3.55E-17
114.5,4.52E-18
114.9,1.78E-17
115.2,1.50E-17
115.6,1.06E-16
115.9,1.14E-17
116.2,8.82E-18
116.5,3.03E-18
116.7,1.10E-17
116.9,9.34E-18
117.1,7.34E-17
117.4,1.76E-17
117.7,1.58E-17
117.9,1.10E-16
118.4,4.97E-18
119.2,2.46E-17
119.8,9.45E-18
120.4,1.82E-16
121.1,3.13E-18
121.6,6.18E-17
121.9,1.70E-17
122.1,5.44E-17
122.4,4.75E-18
123.1,9.25E-18
123.6,4.28E-18
124.4,1.28E-16
124.7,3.20E-17
124.9,1.62E-16
125.2,1.43E-17
125.6,3.10E-17
125.8,1.80E-17
126.3,1.74E-17
126.6,1.26E-17
127.0,2.64E-17
127.6,2.99E-17
128.4,8.72E-17
128.7,3.20E-17
128.9,5.14E-17
129.4,3.13E-17
129.8,4.79E-17
130.1,3.85E-17
130.8,2.92E-16
131.0,1.43E-16
131.8,3.17E-17
132.0,9.24E-17
132.4,6.39E-17
132.8,3.81E-17
133.0,7.43E-17
133.3,4.32E-17
133.8,3.90E-16
134.0,1.20E-16
134.8,1.34E-17
135.2,4.13E-17
135.9,6.14E-18
136.2,2.09E-17
136.6,5.69E-18
137.4,3.98E-18
137.8,4.28E-18
138.8,2.82E-18
139.7,2.82E-18
140.2,6.48E-18
140.9,2.73E-18
142.8,3.32E-18
143.8,2.02E-17
144.4,7.02E-18
146.1,5.90E-18
147.8,6.11E-17
148.8,1.41E-17
150.4,9.68E-18
152.0,4.22E-16
152.9,3.51E-18
155.0,5.38E-19
155.1,5.58E-19
156.3,4.95E-19
157.6,6.18E-19
158.2,5.32E-19
159.1,7.14E-19
159.8,5.62E-19
160.8,8.56E-19
161.6,7.26E-19
163.0,9.97E-19
163.8,7.52E-19
165.0,1.17E-18
165.7,8.97E-19
166.8,1.47E-18
167.8,9.38E-19
168.6,1.76E-18
169.4,9.01E-19
170.0,9.79E-19
170.7,1.72E-18
171.4,1.18E-18
172.0,8.86E-19
172.8,1.68E-18
174.1,8.23E-19
174.9,1.42E-18
175.5,1.64E-18
176.5,8.00E-19
177.1,1.21E-18
177.6,1.48E-18
178.5,7.03E-19
178.9,7.85E-19
179.3,7.11E-19
180.2,1.14E-18
181.1,4.32E-19
182.4,8.23E-19
182.8,4.06E-19
183.6,5.51E-19
183.8,3.23E-19
184.4,3.64E-19
184.6,7.37E-19
185.1,2.67E-19
185.8,2.75E-19
186.3,4.99E-19
186.8,2.15E-19
187.4,2.07E-19
188.0,2.82E-19
188.5,1.22E-19
189.0,1.68E-19
189.3,3.38E-19
190.0,9.64E-20
190.7,1.18E-19
191.1,3.07E-19
191.8,8.60E-20
192.4,1.04E-19
192.7,2.04E-19
193.6,8.30E-20
194.6,3.00E-19
195.1,9.12E-20
195.8,7.48E-20
196.3,2.08E-19
197.1,6.81E-20
197.4,1.12E-19
197.8,6.33E-20
198.1,1.19E-19
199.0,5.81E-20
200.0,1.44E-19
201.1,3.72E-20
230.6,1.00E-28
