# "Wavelength (nm)","σ (cm^2)"
150,1.13090909090909e-17
150.2,1.0263e-17
150.4,9.45454545454545e-18
150.6,1.03781818181818e-17
150.8,1.256e-17
151,1.75363636363636e-17
151.2,2.9e-17
151.4,4.14363636363636e-17
151.6,6.85090909090909e-17
151.8,2.447e-16
152,3.43e-16
152.2,9.285e-17
152.4,2.73909090909091e-17
152.6,1.01109090909091e-17
152.8,5.616e-18
153,4.02545454545455e-18
153.2,2.869e-18
153.4,2.00181818181818e-18
153.6,1.55272727272727e-18
153.8,1.305e-18
154,1.20454545454545e-18
154.2,1.0363e-18
154.4,8.2e-19
154.6,6.41545454545455e-19
154.8,5.663e-19
155,5.555e-19
165.4,3.48159925e-18
177.2,1.26449831465517e-18
177.4,1.2942380952381e-18
177.6,1.468375e-18
177.8,1.38128571428571e-18
178,1.12878412698413e-18
178.2,8.02704761904762e-19
178.4,7.30068253968254e-19
178.6,6.65603174603175e-19
178.8,7.11361290322581e-19
179,7.67234920634921e-19
179.2,7.66517741935484e-19
179.4,6.98640322580645e-19
179.6,7.67724193548387e-19
179.8,8.79145161290323e-19
180,1.0717935483871e-18
180.2,1.11165573770492e-18
180.4,1.05820322580645e-18
180.6,7.60749180327869e-19
180.8,5.81009836065574e-19
181,4.76659016393443e-19
181.2,5.02567213114754e-19
181.4,5.11988524590164e-19
181.6,5.95850819672131e-19
181.8,7.26033333333333e-19
182,7.28277049180328e-19
182.2,7.40116666666667e-19
182.4,8.0479e-19
182.6,6.97565e-19
182.8,5.37506666666667e-19
183,4.83041666666667e-19
183.2,5.60349152542373e-19
183.4,5.50071666666667e-19
183.6,5.65596610169492e-19
183.8,4.00683050847458e-19
184,3.59328813559322e-19
184.2,3.56067796610169e-19
184.4,3.4973220338983e-19
184.6,3.73727118644068e-19
184.8,6.78629310344828e-19
185,5.87469491525424e-19
185.2,4.54143103448276e-19
185.4,3.26012068965517e-19
185.6,3.20796326530612e-19
185.8,2.39942666666667e-19
186,2.40080666666667e-19
186.2,3.08804333333333e-19
186.4,4.07301666666667e-19
186.6,3.25955e-19
186.8,2.30156666666667e-19
187,1.82490666666667e-19
187.2,2.17190666666667e-19
187.4,2.10221e-19
187.6,1.82809e-19
187.8,2.53350666666667e-19
188,2.70617666666667e-19
188.2,2.90934e-19
188.4,1.9381e-19
188.6,1.22303e-19
188.8,1.74555666666667e-19
189,1.91658333333333e-19
189.2,1.54927666666667e-19
189.4,2.08564e-19
189.6,3.49684e-19
189.8,2.03019333333333e-19
190,1.087378e-19
190.2,9.63029333333333e-20
190.4,1.30411333333333e-19
190.6,1.22105333333333e-19
190.8,1.3103e-19
191,1.53428333333333e-19
191.2,2.93682e-19
191.4,3.11277666666667e-19
191.6,1.74651333333333e-19
191.8,9.79574333333333e-20
192,1.02396466666667e-19
192.2,1.39087e-19
192.4,1.11804e-19
192.6,1.79995333333333e-19
192.8,2.19067e-19
193,1.91128666666667e-19
193.2,1.59348666666667e-19
193.4,1.31015333333333e-19
193.6,8.97606333333333e-20
193.8,1.27294866666667e-19
194,1.32965666666667e-19
194.2,9.92259666666667e-20
194.4,1.70244833333333e-19
194.6,2.88785666666667e-19
194.8,1.58195333333333e-19
195,1.118769e-19
195.2,8.78949333333333e-20
195.4,1.04211933333333e-19
195.6,8.13511333333333e-20
195.8,9.46521666666667e-20
196,1.15117666666667e-19
196.2,1.77047666666667e-19
196.4,1.63033666666667e-19
196.6,1.60191666666667e-19
196.8,1.174593e-19
197,8.24619333333333e-20
197.2,9.24548666666667e-20
197.4,1.17757333333333e-19
197.6,8.58492333333333e-20
197.8,1.18749633333333e-19
198,1.64885e-19
198.2,1.49547e-19
198.4,1.19508666666667e-19
198.6,9.31170333333333e-20
198.8,8.07929333333333e-20
199,6.83685333333333e-20
199.2,7.82466666666667e-20
199.4,7.69895333333333e-20
199.6,7.62716666666667e-20
199.8,1.16565e-19
200,1.62446333333333e-19
200.2,1.16005566666667e-19
200.4,8.67841e-20
200.6,7.97250333333333e-20
200.8,9.19502666666667e-20
201,6.86740666666667e-20
201.2,6.64283666666667e-20
201.4,8.24829666666667e-20
201.6,1.19421466666667e-19
201.8,1.11293566666667e-19
202,9.91581e-20
202.2,9.24108333333333e-20
202.4,8.69551e-20
202.6,7.13150333333333e-20
202.8,7.70672e-20
203,7.76463e-20
203.2,6.91550333333333e-20
203.4,8.15936666666667e-20
203.6,1.041823e-19
203.8,1.15538333333333e-19
204,9.40865666666667e-20
204.2,8.89760333333333e-20
204.4,7.35372666666667e-20
204.6,6.72506666666667e-20
204.8,6.12669666666667e-20
205,6.26940666666667e-20
205.2,6.20620333333333e-20
205.4,6.63279333333333e-20
205.6,8.5229e-20
205.8,7.98602333333333e-20
206,6.35603333333333e-20
206.2,6.18415e-20
206.4,5.76013333333333e-20
206.6,6.96156333333333e-20
206.8,5.4353e-20
207,4.97177e-20
207.2,6.08515666666667e-20
207.4,6.63199333333333e-20
207.6,6.21980333333333e-20
207.8,6.82324333333333e-20
208,7.20825333333333e-20
208.2,7.30532333333333e-20
208.4,6.48897333333333e-20
208.6,5.53619e-20
208.8,5.39517333333333e-20
209,5.42698333333333e-20
209.2,5.73577e-20
209.4,5.70038e-20
209.6,5.78961333333333e-20
209.8,7.40035333333333e-20
210,6.46867333333333e-20
210.2,6.33777666666667e-20
210.4,5.71928333333333e-20
210.6,5.47408666666667e-20
210.8,5.26763333333333e-20
211,5.40715e-20
211.2,4.83960666666667e-20
211.4,4.57142e-20
211.6,5.57089333333333e-20
211.8,5.57436333333333e-20
212,4.91094666666667e-20
212.2,4.77550666666667e-20
212.4,4.34873666666667e-20
212.6,4.67619e-20
212.8,4.03419666666667e-20
213,3.7781e-20
213.2,3.71247e-20
213.4,3.62300333333333e-20
213.6,3.75616e-20
213.8,3.71191666666667e-20
214,3.65233333333333e-20
214.2,4.58056666666667e-20
214.4,4.14186333333333e-20
214.6,4.03009333333333e-20
214.8,3.70069e-20
215,3.53560333333333e-20
215.2,3.62954666666667e-20
215.4,3.83801333333333e-20
215.6,3.70297333333333e-20
215.8,3.65511e-20
216,4.45294e-20
216.2,4.27356e-20
216.4,3.81035e-20
216.6,3.85213333333333e-20
216.8,3.98182e-20
217,3.88265333333333e-20
217.2,3.97343333333333e-20
217.4,3.70045e-20
217.6,3.53792333333333e-20
217.8,3.31291666666667e-20
218,3.16643333333333e-20
218.2,3.0494e-20
218.4,2.92546e-20
218.6,3.08662e-20
218.8,2.93772333333333e-20
219,3.18999333333333e-20
219.2,2.78845e-20
219.4,2.47507e-20
219.6,2.34362666666667e-20
219.8,2.23462666666667e-20
220,2.26984e-20
220.2,2.11805333333333e-20
220.4,2.03666e-20
220.6,2.17174666666667e-20
220.8,2.30342666666667e-20
221,2.02965e-20
221.2,1.98635e-20
221.4,1.99028e-20
221.6,1.92149333333333e-20
221.8,1.99925333333333e-20
222,2.12967333333333e-20
222.2,1.86767666666667e-20
222.4,1.67059666666667e-20
222.6,1.5419e-20
222.8,1.51717666666667e-20
223,1.43870333333333e-20
223.2,1.34404e-20
223.4,1.27498333333333e-20
223.6,1.23848333333333e-20
223.8,1.16889666666667e-20
224,1.11973733333333e-20
224.2,9.55551333333333e-21
224.4,9.03501e-21
224.6,8.09209333333333e-21
224.8,7.76962e-21
225,7.40954e-21
225.2,6.66609666666667e-21
225.4,6.13274666666667e-21
225.6,5.68214666666667e-21
225.8,5.62961e-21
226,4.78281666666667e-21
226.2,4.15975e-21
226.4,3.70445333333333e-21
226.6,3.3063e-21
226.8,3.27996333333333e-21
227,3.32600666666667e-21
227.2,2.93683e-21
227.4,2.70077e-21
227.6,2.47862e-21
227.8,2.30888666666667e-21
228,2.14327666666667e-21
228.2,1.96858666666667e-21
228.4,1.81170333333333e-21
228.6,1.71071333333333e-21
228.8,1.61618333333333e-21
229,1.56067666666667e-21
229.2,1.37239e-21
229.4,1.13566333333333e-21
229.6,9.70857e-22
229.8,9.52584333333333e-22
230,8.29106666666667e-22
230.2,8.23385333333333e-22
230.4,8.07543333333333e-22
230.6,7.64476e-22
230.8,7.67238e-22
231,6.78199666666667e-22
231.2,6.95260666666667e-22
231.4,6.72871333333333e-22
231.6,6.03459e-22
231.8,5.33355e-22
232,4.87727333333333e-22
232.2,5.71471333333333e-22
232.4,4.97188333333333e-22
232.6,4.00218666666667e-22
232.8,3.84412666666667e-22
233,3.20565e-22
233.2,3.26377e-22
233.4,3.12100666666667e-22
233.6,3.13276333333333e-22
233.8,2.97857666666667e-22
234,2.7239e-22
234.2,3.37164333333333e-22
234.4,3.24547333333333e-22
234.6,3.13492666666667e-22
234.8,2.57724e-22
235,2.09481333333333e-22
235.2,1.98896333333333e-22
235.4,1.49093533333333e-22
235.6,1.555616e-22
235.8,1.4667e-22
236,9.46155333333333e-23
236.2,9.50273448275862e-23
