600.	1.e-10
613.75	1.e-10
627.5	1.e-10
641.25	1.e-10
655.	1.e-10
668.75	1.e-10
682.5	1.e-10
696.25	1.e-10
710.	1.e-10
723.75	1.e-10
737.5	1.e-10
751.25	1.e-10
765.	1.e-10
778.75	1.e-10
792.5	1.e-10
806.25	1.e-10
820.	1.e-10
833.75	1.e-10
847.5	1.e-10
861.25	1.e-10
875.	1.e-10
888.75	1.e-10
902.5	1.e-10
916.25	1.e-10
930.	1.e-10
943.75	1.e-10
957.5	1.e-10
971.25	1.e-10
985.	1.e-10
998.75	1.e-10
1012.5	1.e-10
1026.25	1.e-10
1040.	1.e-10
1053.75	1.e-10
1067.5	1.e-10
1081.25	1.e-10
1095.	1.e-10
1108.75	1.e-10
1122.5	1.e-10
1136.25	1.e-10
1150.	1.e-10
1163.75	1.e-10
1177.5	1.e-10
1191.25	1.e-10
1205.	1.e-10
1218.75	1.e-10
1232.5	1.e-10
1246.25	1.e-10
1260.	1.e-10
1273.75	1.e-10
1287.5	1.e-10
1301.25	1.e-10
1315.	1.e-10
1328.75	1.e-10
1342.5	1.e-10
1356.25	1.e-10
1370.	1.e-10
1383.75	1.e-10
1397.5	1.e-10
1411.25	1.e-10
1425.	1.e-10
1438.75	1.e-10
1452.5	1.e-10
1466.25	1.e-10
1480.	1.e-10
1493.75	1.e-10
1507.5	1.e-10
1521.25	1.e-10
1535.	1.e-10
1548.75	1.e-10
1562.5	1.e-10
1576.25	1.e-10
1590.	1.e-10
1603.75	1.e-10
1617.5	1.e-10
1631.25	1.e-10
1645.	1.e-10
1658.75	1.e-10
1672.5	1.e-10
1686.25	1.e-10
1700.	1.e-10
1713.75	1.e-10
1727.5	1.e-10
1741.25	1.e-10
1755.	1.e-10
1768.75	1.e-10
1782.5	1.e-10
1796.25	1.e-10
1810.	1.e-10
1823.75	1.e-10
1837.5	1.e-10
1851.25	1.e-10
1865.	1.e-10
1878.75	1.e-10
1892.5	1.e-10
1906.25	1.e-10
1920.	1.e-10
1933.75	1.e-10
1947.5	1.e-10
1961.25	1.e-10
1975.	1.e-10
1988.75	1.e-10
