472.299168975  1e-006
472.299168975  1.20564173729e-006
472.299168975  1.59604703337e-006
475.069252078  1.9242609181e-006
475.069252078  2.93092750246e-006
475.069252078  3.37224237787e-006
475.069252078  3.88000680519e-006
475.069252078  4.26031414779e-006
475.069252078  4.90179709328e-006
477.83933518   5.63986924678e-006
480.609418283  7.12511499809e-006
480.609418283  8.19795601343e-006
483.379501385  9.00149657989e-006
483.379501385  1.08525799748e-005
483.379501385  1.30843233749e-005
486.149584488  1.50544528084e-005
486.149584488  1.73212280731e-005
488.91966759   1.90190060796e-005
488.91966759   2.29301075314e-005
488.91966759   2.76454946804e-005
491.689750693  3.49258679869e-005
494.459833795  4.62354000066e-005
494.459833795  6.72064827981e-005
497.229916898  0.00010236518703
497.229916898  0.000141998665842
500.           0.000196977328777
497.229916898  0.000248850825815
497.229916898  0.000300024941961
497.229916898  0.000397177622292
497.229916898  0.0005257898314
497.229916898  0.000800853908566
497.229916898  0.00106018269391
494.459833795  0.00147066138842
494.459833795  0.00204006812393
494.459833795  0.00296538590038
494.459833795  0.00374631301355
494.459833795  0.00451671133009
494.459833795  0.0057061761952
494.459833795  0.00656536511561
494.459833795  0.00791547820393
494.459833795  0.00954323089326
494.459833795  0.0120564173729
500.           0.0183636662403
505.540166205  0.0211287155539
511.08033241   0.0279705178874
516.620498615  0.0337224237787
522.16066482   0.0388000680519
527.700831025  0.0446422620959
541.551246537  0.0590981116339
552.631578947  0.0712511499809
566.48199446   0.0900149657989
583.102493075  0.113720186551
599.72299169   0.130843233749
616.343490305  0.165300478857
652.354570637  0.218827310579
677.28531856   0.263827338893
696.675900277  0.303552282309
727.146814404  0.365975301002
752.077562327  0.421080841561
779.778393352  0.484483719651
804.709141274  0.531971449751
835.180055402  0.612071320481
854.570637119  0.641366982866
882.271468144  0.773258803463
909.972299169  0.889689732655
932.132963989  0.976894615261
954.293628809  1.12398734446
970.914127424  1.29322808292
981.994459834  1.41998665842
998.614958449  1.63379653079
1012.46537396  1.96977328777
1023.54570637  2.48850825815
1031.85595568  3.61722592257
1034.62603878  5.01773376238
1034.62603878  6.04958925053
1034.62603878  7.64273376122
1034.62603878  9.21439880952
1034.62603878  11.6409881654
1034.62603878  14.7066138842
1034.62603878  19.4688411447
1034.62603878  24.5959127713
1037.39612188  34.1188923697
1040.16620499  47.3289536909
1045.70637119  79.1547820393
1051.2465374   104.786315157
1065.09695291  152.314453559
1078.94736842  192.42609181
1103.87811634  266.929110404
1123.26869806  307.121092976
1137.11911357  370.278008094
1156.50969529  406.571615901
1178.67036011  446.422620959
1200.83102493  513.641255054
1220.22160665  563.986924678
1242.38227147  590.981116339
1264.54293629  648.90742141
1289.47368421  712.511499809
1308.86426593  746.614545721
1336.56509695  819.795601343
1358.72576177  859.033602468
1375.34626039  900.149657989
1400.27700831  943.233657508
