1.000e-04	300.0
1.177e-04	300.0
1.385e-04	300.0
1.630e-04	300.0
1.918e-04	300.0
2.257e-04	300.0
2.656e-04	300.0
3.126e-04	300.0
3.678e-04	300.0
4.329e-04	300.0
5.094e-04	300.0
5.995e-04	300.0
7.055e-04	300.0
8.302e-04	300.0
9.770e-04	300.0
1.150e-03	300.0
1.353e-03	300.0
1.592e-03	300.0
1.874e-03	300.0
2.205e-03	300.0
2.595e-03	300.0
3.054e-03	300.0
3.594e-03	300.0
4.229e-03	300.0
4.977e-03	300.0
5.857e-03	300.0
6.893e-03	300.0
8.111e-03	300.0
9.545e-03	300.0
1.123e-02	300.0
1.322e-02	300.0
1.556e-02	300.0
1.831e-02	300.0
2.154e-02	300.0
2.535e-02	300.0
2.984e-02	300.0
3.511e-02	300.0
4.132e-02	300.0
4.863e-02	300.0
5.722e-02	300.0
6.734e-02	300.0
7.925e-02	300.0
9.326e-02	300.0
1.097e-01	300.0
1.292e-01	300.0
1.520e-01	300.0
1.789e-01	300.0
2.105e-01	300.0
2.477e-01	300.0
2.915e-01	300.0
3.430e-01	300.0
4.037e-01	300.0
4.751e-01	300.0
5.591e-01	300.0
6.579e-01	300.0
7.743e-01	300.0
9.112e-01	300.0
1.072e+00	300.0
1.262e+00	300.0
1.485e+00	300.0
1.748e+00	300.0
2.057e+00	300.0
2.420e+00	300.0
2.848e+00	300.0
3.352e+00	300.0
3.944e+00	300.0
4.642e+00	300.0
5.462e+00	300.0
6.428e+00	300.0
7.565e+00	300.0
8.902e+00	300.0
1.048e+01	300.0
1.233e+01	300.0
1.451e+01	300.0
1.707e+01	300.0
2.009e+01	300.0
2.364e+01	300.0
2.783e+01	300.0
3.275e+01	300.0
3.854e+01	300.0
4.535e+01	300.0
5.337e+01	300.0
6.280e+01	300.0
7.391e+01	300.0
8.697e+01	300.0
1.024e+02	300.0
1.205e+02	300.0
1.417e+02	300.0
1.668e+02	300.0
1.963e+02	300.0
2.310e+02	300.0
2.719e+02	300.0
3.199e+02	300.0
3.765e+02	300.0
4.431e+02	300.0
5.214e+02	300.0
6.136e+02	300.0
7.221e+02	300.0
8.498e+02	300.0
1.000e+03	300.0
1.000e-04	350.0
1.177e-04	350.0
1.385e-04	350.0
1.630e-04	350.0
1.918e-04	350.0
2.257e-04	350.0
2.656e-04	350.0
3.126e-04	350.0
3.678e-04	350.0
4.329e-04	350.0
5.094e-04	350.0
5.995e-04	350.0
7.055e-04	350.0
8.302e-04	350.0
9.770e-04	350.0
1.150e-03	350.0
1.353e-03	350.0
1.592e-03	350.0
1.874e-03	350.0
2.205e-03	350.0
2.595e-03	350.0
3.054e-03	350.0
3.594e-03	350.0
4.229e-03	350.0
4.977e-03	350.0
5.857e-03	350.0
6.893e-03	350.0
8.111e-03	350.0
9.545e-03	350.0
1.123e-02	350.0
1.322e-02	350.0
1.556e-02	350.0
1.831e-02	350.0
2.154e-02	350.0
2.535e-02	350.0
2.984e-02	350.0
3.511e-02	350.0
4.132e-02	350.0
4.863e-02	350.0
5.722e-02	350.0
6.734e-02	350.0
7.925e-02	350.0
9.326e-02	350.0
1.097e-01	350.0
1.292e-01	350.0
1.520e-01	350.0
1.789e-01	350.0
2.105e-01	350.0
2.477e-01	350.0
2.915e-01	350.0
