Level        PRESSURE   K31    K32    K33    K34    K35    K36    K37    K38    K39    K40
  43  2.356E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  44  2.240E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  45  2.131E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  46  2.026E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  47  1.928E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  48  1.833E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  49  1.638E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  50  1.481E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  51  1.340E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  52  1.213E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  53  1.097E+05   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  54  9.927E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  55  8.982E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  56  8.125E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  57  7.353E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  58  6.652E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  59  6.020E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  60  5.446E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  61  4.926E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  62  4.460E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  63  4.036E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  64  3.651E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  65  3.303E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  66  2.991E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  67  2.704E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  68  2.448E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  69  2.215E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  70  2.004E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  71  1.815E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  72  1.642E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  73  1.487E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  74  1.346E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  75  1.217E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  76  1.102E+04   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  77  9.969E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  78  9.020E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  79  8.164E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  80  7.385E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  81  6.685E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  82  6.047E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  83  5.474E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  84  4.951E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  85  4.481E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  86  4.055E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  87  3.667E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  88  3.316E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  89  3.001E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  90  2.716E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  91  2.457E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  92  2.222E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  93  2.011E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  94  1.819E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  95  1.646E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  96  1.489E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  97  1.347E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  98  1.219E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  99  1.102E+03   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 100  9.972E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 101  9.018E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 102  8.161E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 103  7.384E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 104  6.676E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 105  6.038E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 106  5.463E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 107  4.941E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 108  4.470E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 109  4.044E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 110  3.656E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 111  3.308E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 112  2.991E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 113  2.705E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 114  2.447E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 115  2.213E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 116  2.001E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 117  1.811E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 118  1.638E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 119  1.482E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 120  1.340E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 121  1.212E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 122  1.096E+02   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 123  9.912E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 124  8.963E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 125  8.112E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 126  7.338E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 127  6.637E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 128  6.001E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 129  5.430E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 130  4.908E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 131  4.441E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 132  4.019E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 133  3.635E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 134  3.288E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 135  2.974E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 136  2.692E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 137  2.433E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 138  1.752E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 139  1.251E+01   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 140  8.952E+00   1.191E-34  2.291E-36  2.291E-36  4.582E-36  8.706E-35  9.165E-36  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 141  6.407E+00   2.543E-27  4.890E-29  4.890E-29  9.779E-29  1.858E-27  1.956E-28  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 142  4.584E+00   1.674E-21  3.219E-23  3.219E-23  6.438E-23  1.223E-21  1.288E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 143  3.283E+00   1.099E-16  2.113E-18  2.113E-18  4.226E-18  8.030E-17  8.452E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 144  2.351E+00   1.217E-12  2.341E-14  2.341E-14  4.682E-14  8.895E-13  9.363E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 145  1.684E+00   2.592E-09  4.985E-11  4.985E-11  9.969E-11  1.894E-09  1.994E-10  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 146  1.207E+00   4.373E-07  8.410E-09  8.410E-09  1.682E-08  3.196E-07  3.364E-08  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 147  8.644E-01   1.014E-05  1.950E-07  1.950E-07  3.900E-07  7.410E-06  7.800E-07  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 148  6.189E-01   6.605E-05  1.270E-06  1.270E-06  2.540E-06  4.826E-05  5.080E-06  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 149  4.433E-01   1.827E-04  3.514E-06  3.514E-06  7.028E-06  1.335E-04  1.406E-05  2.997E-38  0.000E+00  0.000E+00  0.000E+00
 150  3.176E-01   3.163E-04  6.083E-06  6.083E-06  1.217E-05  2.311E-04  2.433E-05  9.911E-32  0.000E+00  0.000E+00  6.326E-33
 151  2.273E-01   4.291E-04  8.252E-06  8.252E-06  1.650E-05  3.136E-04  3.301E-05  1.677E-26  0.000E+00  0.000E+00  1.070E-27
 152  1.626E-01   5.157E-04  9.918E-06  9.918E-06  1.984E-05  3.769E-04  3.967E-05  1.803E-22  9.547E-33  3.628E-32  1.151E-23
 153  1.163E-01   5.871E-04  1.129E-05  1.129E-05  2.258E-05  4.289E-04  4.516E-05  1.112E-18  4.531E-27  1.722E-26  7.097E-20
 154  8.334E-02   6.524E-04  1.254E-05  1.254E-05  2.507E-05  4.759E-04  5.014E-05  3.413E-15  1.357E-22  5.161E-22  2.178E-16
 155  5.961E-02   7.311E-04  1.401E-05  1.401E-05  2.802E-05  5.298E-04  5.604E-05  1.347E-12  8.586E-19  3.268E-18  8.597E-14
 156  4.263E-02   8.510E-04  1.621E-05  1.621E-05  3.241E-05  6.075E-04  6.482E-05  9.796E-11  3.537E-15  1.349E-14  6.259E-12
 157  3.049E-02   1.034E-03  1.954E-05  1.956E-05  3.905E-05  7.227E-04  7.809E-05  2.145E-09  3.500E-12  1.337E-11  1.432E-10
 158  2.183E-02   1.283E-03  2.415E-05  2.431E-05  4.805E-05  8.770E-04  9.604E-05  2.158E-08  5.251E-10  2.014E-09  2.320E-09
 159  1.562E-02   1.596E-03  3.044E-05  3.127E-05  5.950E-05  1.071E-03  1.187E-04  1.779E-07  2.085E-08  8.079E-08  4.955E-08
 160  1.119E-02   1.957E-03  3.928E-05  4.248E-05  7.335E-05  1.297E-03  1.455E-04  1.381E-06  2.894E-07  1.145E-06  6.434E-07
 161  8.025E-03   2.388E-03  5.518E-05  6.657E-05  9.225E-05  1.576E-03  1.798E-04  8.587E-06  2.199E-06  8.978E-06  5.074E-06
 162  5.761E-03   2.853E-03  8.659E-05  1.211E-04  1.193E-04  1.902E-03  2.234E-04  3.504E-05  9.860E-06  4.165E-05  2.409E-05
 163  4.146E-03   3.347E-03  1.519E-04  2.429E-04  1.632E-04  2.305E-03  2.850E-04  1.078E-04  3.239E-05  1.413E-04  8.366E-05
 164  2.990E-03   3.818E-03  2.687E-04  4.681E-04  2.313E-04  2.783E-03  3.699E-04  2.543E-04  8.025E-05  3.591E-04  2.166E-04
 165  2.165E-03   4.244E-03  4.510E-04  8.250E-04  3.302E-04  3.348E-03  4.841E-04  4.946E-04  1.620E-04  7.390E-04  4.520E-04
 166  1.574E-03   4.610E-03  6.982E-04  1.313E-03  4.595E-04  3.988E-03  6.265E-04  8.272E-04  2.786E-04  1.289E-03  7.964E-04
 167  1.147E-03   4.911E-03  9.955E-04  1.902E-03  6.122E-04  4.673E-03  7.899E-04  1.230E-03  4.230E-04  1.978E-03  1.231E-03
 168  8.397E-04   5.157E-03  1.328E-03  2.563E-03  7.812E-04  5.385E-03  9.678E-04  1.680E-03  5.876E-04  2.770E-03  1.733E-03
 169  6.166E-04   5.346E-03  1.659E-03  3.221E-03  9.487E-04  6.058E-03  1.142E-03  2.128E-03  7.537E-04  3.574E-03  2.245E-03
 170  4.545E-04   5.496E-03  1.980E-03  3.862E-03  1.111E-03  6.691E-03  1.310E-03  2.562E-03  9.164E-04  4.366E-03  2.751E-03
 171  3.360E-04   5.611E-03  2.271E-03  4.440E-03  1.257E-03  7.249E-03  1.460E-03  2.953E-03  1.064E-03  5.088E-03  3.214E-03
 172  2.491E-04   5.700E-03  2.524E-03  4.946E-03  1.385E-03  7.729E-03  1.591E-03  3.294E-03  1.194E-03  5.725E-03  3.622E-03
 173  1.849E-04   5.767E-03  2.731E-03  5.359E-03  1.489E-03  8.117E-03  1.697E-03  3.572E-03  1.301E-03  6.247E-03  3.957E-03
 174  1.376E-04   5.819E-03  2.898E-03  5.691E-03  1.573E-03  8.428E-03  1.783E-03  3.796E-03  1.387E-03  6.670E-03  4.229E-03
