Index   PRESSURE   C4H8       C4H9       C4H10      C5H3       C5H4       C6H2       C6H3       C6H4       C6H5       LC6H6   
 172   2.493E-04   8.501E-19  1.677E-30  4.528E-35  4.540E-05  3.273E-02  7.007E-02  7.281E-06  5.012E+01  2.439E+00  5.491E-09
 173   1.851E-04   6.511E-20  7.297E-32  1.702E-36  2.048E-05  1.420E-02  1.887E-02  2.316E-06  1.379E+01  5.704E-01  6.616E-10
 174   1.379E-04   4.923E-21  2.941E-33  7.191E-38  1.593E-05  6.490E-03  4.117E-03  6.410E-07  3.249E+00  1.107E-01  6.734E-11
 175   1.028E-04   4.283E-22  1.235E-34  0.000E+00  1.929E-05  3.067E-03  7.061E-04  1.444E-07  6.088E-01  1.649E-02  5.285E-12
 176   7.686E-05   5.374E-23  6.462E-36  0.000E+00  3.182E-05  1.436E-03  1.138E-04  2.327E-08  7.924E-02  1.315E-03  2.802E-13
 177   5.758E-05   8.630E-24  4.064E-37  0.000E+00  6.218E-05  5.608E-04  2.965E-05  2.082E-09  5.530E-03  1.148E-05  7.613E-15
 178   4.334E-05   6.128E-25  4.929E-38  0.000E+00  8.783E-05  8.773E-05  5.515E-06  4.946E-11  9.436E-05  1.555E-09  5.203E-17
 179   3.288E-05   6.688E-27  1.225E-38  0.000E+00  2.547E-06  5.682E-08  2.220E-08  1.559E-13  2.687E-08  1.597E-15  4.842E-19
 180   2.533E-05   9.208E-37  0.000E+00  0.000E+00  2.640E-11  1.696E-13  2.108E-12  3.423E-19  2.314E-12  1.916E-24  3.063E-24
 181   2.005E-05   0.000E+00  0.000E+00  0.000E+00  2.702E-16  3.026E-21  3.472E-17  1.150E-24  4.082E-17  2.757E-34  9.569E-37
 182   1.608E-05   0.000E+00  0.000E+00  0.000E+00  1.850E-22  1.125E-27  4.086E-24  1.692E-32  1.333E-23  0.000E+00  0.000E+00
 183   1.143E-05   0.000E+00  0.000E+00  0.000E+00  7.127E-38  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 184   8.110E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 185   5.728E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 186   4.039E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 187   2.848E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 188   2.011E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 189   1.422E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 190   1.008E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 191   7.152E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 192   5.089E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 193   3.620E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 194   2.579E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 195   1.839E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 196   1.311E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 197   9.351E-08   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 198   6.679E-08   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
