Index  PRESSURE   C2H        C2H2       C2H3       C2H4       C2H5       C2H6       C3H2       C3H3       CH3C2H     CH2CCH2 
 171  7.220E-04   2.188E-01  4.280E+00  9.057E-05  1.277E-04  3.228E-09  3.842E-11  4.615E-09  1.293E-07  2.036E-10  1.238E-10
 172  5.330E-04   6.272E-01  9.292E+00  2.375E-04  2.764E-04  6.910E-09  7.013E-11  1.293E-08  5.207E-07  7.308E-10  4.853E-10
 173  3.945E-04   1.285E+00  1.400E+01  4.116E-04  3.739E-04  9.395E-09  8.033E-11  1.933E-08  1.173E-06  1.449E-09  1.031E-09
 174  2.935E-04   2.063E+00  1.571E+01  5.157E-04  3.373E-04  8.704E-09  6.095E-11  1.746E-08  1.665E-06  1.755E-09  1.306E-09
 175  2.192E-04   2.732E+00  1.378E+01  4.870E-04  2.060E-04  5.664E-09  3.144E-11  1.006E-08  1.592E-06  1.372E-09  1.022E-09
 176  1.646E-04   3.264E+00  1.005E+01  3.602E-04  8.373E-05  2.584E-09  1.076E-11  3.972E-09  1.114E-06  7.269E-10  5.015E-10
 177  1.242E-04   3.811E+00  6.477E+00  2.056E-04  2.098E-05  7.658E-10  2.199E-12  1.146E-09  5.967E-07  2.619E-10  1.479E-10
 178  9.412E-05   5.334E+00  4.270E+00  8.775E-05  2.608E-06  1.164E-10  1.990E-13  2.671E-10  2.666E-07  6.457E-11  2.465E-11
 179  7.124E-05   1.147E+01  3.457E+00  3.566E-05  1.167E-07  5.886E-12  4.702E-15  6.115E-11  1.040E-07  1.032E-11  2.415E-12
 180  5.359E-05   2.197E+01  1.567E+00  1.020E-05  9.005E-10  2.309E-14  5.117E-18  6.371E-12  1.001E-08  2.323E-13  3.451E-14
 181  3.974E-05   6.439E+00  4.835E-02  1.439E-07  3.601E-13  5.241E-19  1.783E-23  2.976E-14  1.231E-11  2.636E-17  2.369E-18
 182  2.920E-05   1.712E-01  3.294E-05  1.539E-11  4.599E-19  9.016E-27  1.341E-35  1.940E-18  1.500E-16  6.815E-24  9.884E-25
 183  2.152E-05   3.885E-04  3.579E-10  1.516E-16  1.442E-26  0.000E+00  0.000E+00  1.366E-24  9.663E-22  6.882E-36  4.940E-37
 184  1.593E-05   1.112E-06  1.735E-14  1.454E-21  1.729E-36  0.000E+00  0.000E+00  3.149E-29  5.282E-27  0.000E+00  0.000E+00
 185  1.147E-05   2.016E-08  4.403E-17  1.500E-26  0.000E+00  0.000E+00  0.000E+00  4.601E-32  0.000E+00  0.000E+00  0.000E+00
 186  8.121E-06   6.531E-10  3.271E-19  2.221E-38  0.000E+00  0.000E+00  0.000E+00  1.902E-34  0.000E+00  0.000E+00  0.000E+00
 187  5.652E-06   2.448E-11  3.088E-21  0.000E+00  0.000E+00  0.000E+00  0.000E+00  9.513E-37  0.000E+00  0.000E+00  0.000E+00
 188  3.878E-06   1.074E-12  3.777E-23  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 189  2.636E-06   5.542E-14  6.594E-25  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 190  1.791E-06   3.162E-15  1.744E-26  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 191  1.220E-06   1.510E-16  4.920E-28  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 192  8.351E-07   4.222E-18  8.772E-30  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 193  5.755E-07   5.924E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 194  3.993E-07   4.066E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 195  2.786E-07   1.414E-24  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 196  1.956E-07   2.779E-27  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 197  1.379E-07   3.299E-30  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 198  9.754E-08   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
