Index   PRESSURE   C2H        C2H2       C2H3       C2H4       C2H5       C2H6       C3H2       C3H3       CH3C2H     CH2CCH2 
 171   3.363E-04   8.015E+00  5.851E+04  2.572E-01  1.414E-01  2.701E-08  1.317E-08  2.389E+07  5.909E+04  5.164E-01  3.500E-01
 172   2.493E-04   9.747E+00  4.692E+04  9.135E-02  3.881E-02  5.547E-09  1.942E-09  1.644E+07  2.562E+04  1.615E-01  1.060E-01
 173   1.851E-04   1.276E+01  4.163E+04  3.387E-02  1.165E-02  1.256E-09  2.999E-10  1.106E+07  1.042E+04  4.804E-02  2.977E-02
 174   1.379E-04   1.836E+01  4.127E+04  1.311E-02  3.808E-03  3.155E-10  4.872E-11  7.205E+06  3.933E+03  1.377E-02  7.737E-03
 175   1.028E-04   2.950E+01  4.632E+04  5.484E-03  1.410E-03  9.443E-11  8.878E-12  4.456E+06  1.322E+03  3.871E-03  1.854E-03
 176   7.686E-05   5.409E+01  5.993E+04  2.481E-03  5.924E-04  3.729E-11  1.867E-12  2.514E+06  3.724E+02  1.095E-03  4.239E-04
 177   5.758E-05   1.109E+02  8.584E+04  1.128E-03  2.627E-04  2.399E-11  4.588E-13  1.171E+06  7.677E+01  2.945E-04  9.572E-05
 178   4.334E-05   2.264E+02  1.080E+05  3.734E-04  9.463E-05  3.455E-11  1.612E-13  3.189E+05  7.629E+00  5.169E-05  1.593E-05
 179   3.288E-05   2.999E+02  4.671E+04  1.626E-05  2.131E-05  1.024E-10  2.106E-13  3.273E+03  2.295E-02  4.927E-07  1.626E-07
 180   2.533E-05   1.295E+02  1.898E+03  3.639E-05  2.143E-05  1.674E-10  3.185E-13  9.367E-03  8.568E-05  1.990E-08  8.173E-09
 181   2.005E-05   3.568E+01  1.751E+01  1.127E-04  5.031E-07  1.708E-11  1.929E-14  3.910E-10  1.400E-06  2.083E-10  5.716E-11
 182   1.608E-05   6.346E-02  2.126E-05  3.643E-10  1.477E-16  2.826E-20  4.773E-22  1.353E-20  1.492E-12  5.133E-19  7.925E-19
 183   1.143E-05   3.972E-06  4.249E-12  2.298E-16  1.434E-25  2.283E-34  3.522E-36  2.823E-28  2.492E-19  2.082E-28  1.709E-27
 184   8.110E-06   1.500E-10  7.457E-19  1.349E-22  7.307E-37  0.000E+00  0.000E+00  3.164E-36  2.755E-26  0.000E+00  0.000E+00
 185   5.728E-06   5.113E-15  2.584E-25  8.341E-29  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 186   4.039E-06   4.282E-19  2.422E-37  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 187   2.848E-06   1.282E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 188   2.011E-06   4.336E-26  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 189   1.422E-06   1.309E-29  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 190   1.008E-06   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 191   7.152E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 192   5.089E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 193   3.620E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 194   2.579E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 195   1.839E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 196   1.311E-07   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 197   9.351E-08   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 198   6.679E-08   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
